ax,ay,az,gx,gy,gz,label
-0.59,-0.58,1.11,17,28,42,fall
0.89,0.48,1.77,-16,-14,42,fall
0.12,-0.17,0.81,-4,-3,9,fall
0.13,0.07,0.86,-15,-6,-2,fall
0.09,-0.2,0.78,-26,-4,1,fall
0.21,-0.1,0.76,-20,-4,3,fall
0.2,-0.19,0.92,-21,-4,2,fall
0.21,-0.26,0.88,-14,-3,2,fall
0.3,-0.27,1.03,-8,-6,0,fall
0.16,-0.19,0.84,-2,-3,0,fall
0.19,-0.2,0.88,1,-2,1,fall
0.17,-0.17,0.9,-1,-3,1,fall
0.19,-0.15,0.89,-5,-3,2,fall
0.18,-0.15,0.92,-5,-3,1,fall
0.21,-0.24,0.9,-4,-2,1,fall
0.18,-0.21,0.88,-3,-2,1,fall
0.19,-0.19,0.88,-4,-3,1,fall
0.2,-0.3,0.82,-5,-1,1,fall
0.18,-0.2,0.75,-5,-4,1,fall
0.14,-0.17,0.83,-3,-2,1,fall
0.17,-0.16,0.9,-3,-3,1,fall
0.16,-0.19,0.89,-4,-3,1,fall

0.98,-0.25,-0.09,-5,-3,2,fall
1.0,-0.25,-0.13,-3,-1,2,fall
0.9,-0.47,0.06,20,-6,3,fall
0.81,-0.68,0.31,118,-17,17,fall
0.78,-0.49,0.23,145,-36,35,fall
0.84,-0.49,-0.23,21,-52,20,fall
0.8,-0.56,-0.42,-138,-37,-21,fall
1.25,-0.22,-0.43,-248,-18,-37,fall
1.38,-0.25,-0.66,-224,10,18,fall
0.39,-0.88,-0.84,36,70,58,fall
0.89,-0.36,-0.75,197,81,43,fall
0.58,-0.46,-0.1,233,58,32,fall
2.0,1.21,0.81,170,-22,56,fall
0.25,0.87,0.84,51,-58,54,fall
0.99,0.75,0.48,-107,-110,27,fall
0.54,-0.28,-0.26,-189,-102,-7,fall
1.17,-0.38,-0.29,-215,-91,-30,fall
1.95,0.79,-0.15,-208,-104,-16,fall
1.15,1.57,-0.37,-124,-80,7,fall
0.92,0.72,-1.41,-61,-35,53,fall
1.7,0.58,0.01,-77,-39,49,fall
0.35,0.67,-0.86,-39,-13,44,fall
0.07,0.08,-0.45,-27,-42,32,fall
0.68,0.83,-0.67,-37,-67,25,fall
0.31,0.62,-1.2,-65,-60,16,fall
0.29,0.61,-0.59,-128,-41,-10,fall
-1.34,2.0,-0.9599999,-130,-111,-85,fall
-0.61,1.17,-1.98,-43,9,-16,fall
-0.8,0.04,-0.57,38,27,13,fall
0.47,0.29,-0.83,31,22,9,fall
0.49,0.3,-1.0,4,-4,2,fall
0.39,0.4,-0.9700001,-5,-7,1,fall
0.36,0.36,-1.03,6,0,4,fall
0.39,0.39,-0.99,-6,-5,2,fall
0.43,0.37,-1.01,2,-3,4,fall
0.39,0.33,-0.93,0,-4,4,fall
0.39,0.31,-0.92,5,-2,6,fall
0.31,0.36,-1.07,-2,-3,-1,fall
0.41,0.32,-0.9599999,-1,-2,0,fall
0.43,0.36,-1.09,-2,-3,1,fall
0.43,0.34,-1.0,-4,-4,1,fall
0.4,0.33,-1.02,-5,-3,1,fall
0.4,0.35,-1.0,-5,-2,2,fall
0.4,0.33,-0.98,-5,-3,2,fall
0.39,0.32,-0.9700001,-5,-3,1,fall
0.4,0.32,-0.95,-4,-4,1,fall
0.41,0.34,-1.02,-5,-4,1,fall
0.4,0.33,-0.99,-4,-3,1,fall
0.4,0.34,-0.99,-5,-4,1,fall
0.41,0.33,-0.98,-5,-3,1,fall

0.98,-0.29,0.03,-13,-2,-1,fall
0.9700001,-0.33,-0.02,-11,-5,0,fall
0.98,-0.38,-0.07,5,0,2,fall
0.98,-0.38,-0.06,3,3,1,fall
0.89,-0.3,0.03,4,-1,1,fall
0.95,-0.41,0.27,41,-6,9,fall
0.94,-0.34,0.04,61,-16,19,fall
0.98,-0.38,0.14,68,-19,24,fall
0.77,-0.41,0.03,47,-25,24,fall
0.84,-0.46,-0.05,27,-28,16,fall
0.87,-0.52,0.11,17,-34,17,fall
0.74,-0.41,-0.02,9,-39,11,fall
0.66,-0.69,-0.04,-14,-42,11,fall
0.74,-0.55,-0.04,-104,-31,-17,fall
0.74,-0.56,0.19,-161,-17,-22,fall
0.98,0.05,-0.3,-188,-3,-15,fall
1.41,0.1,-0.67,-194,11,-9,fall
1.45,-0.74,-0.76,-138,44,33,fall
0.22,-0.27,-0.54,-13,65,70,fall
1.69,-0.5,0.4,75,64,24,fall
0.49,-0.47,0.03,157,47,38,fall
0.77,0.19,-0.21,166,31,39,fall
0.72,0.19,0.23,199,0,46,fall
1.91,0.55,0.36,205,-49,60,fall
-0.18,0.82,-0.04,198,-51,88,fall
0.76,-0.79,0.19,168,-32,116,fall
0.61,-0.76,-0.26,41,-74,107,fall
0.76,-0.38,0.17,-47,-89,88,fall
0.74,-0.45,-0.12,-145,-76,21,fall
0.78,-0.06,-0.15,-214,-80,-13,fall
0.26,0.02,-0.5,-218,-71,-17,fall
1.07,-0.92,-0.72,-224,-108,-34,fall
1.12,0.58,-1.56,-141,-91,-1,fall
-0.19,1.96,-1.53,-17,-120,31,fall
0.07,0.63,-1.73,-31,-47,15,fall
0.02,0.38,-1.58,-20,-31,22,fall
0.07,0.35,-1.35,23,3,15,fall
0.49,0.1,-1.02,41,2,20,fall
0.49,0.02,-1.04,38,-2,18,fall
0.49,-0.05,-1.02,33,-2,14,fall
0.76,-0.22,-0.81,25,1,12,fall
0.58,-0.19,-0.93,11,-1,10,fall
0.05,-0.28,-1.18,-2,1,9,fall
0.59,-0.4,-0.98,-11,4,3,fall
0.51,-0.17,-0.86,-13,-4,0,fall
0.33,-0.09,-0.99,-14,0,0,fall
0.47,-0.2,-0.92,-15,-3,-2,fall
0.44,-0.16,-1.17,-13,-2,-1,fall
0.22,-0.1,-1.06,-7,-7,1,fall
0.56,-0.14,-0.86,-5,-4,1,fall

0.99,-0.26,-0.12,-5,-4,1,fall
0.94,-0.24,-0.12,-5,-2,1,fall
1.01,-0.26,-0.09,-4,-3,1,fall
1.0,-0.26,-0.08,-4,-4,1,fall
0.98,-0.26,-0.05,-4,-6,1,fall
0.9700001,-0.26,-0.05,-6,-9,0,fall
0.9700001,-0.26,-0.05,-7,-12,0,fall
0.9599999,-0.26,-0.02,-5,-16,-1,fall
0.9599999,-0.25,-0.01,-8,-23,-2,fall
0.9599999,-0.25,-0.01,-11,-31,-2,fall
0.88,-0.24,-0.03,-15,-48,-7,fall
0.82,-0.21,-0.06,-22,-62,-10,fall
0.76,-0.13,-0.18,-38,-78,-15,fall
0.61,-0.05,-0.31,-60,-93,-24,fall
0.49,0.04,-0.48,-99,-109,-39,fall
0.42,0.21,-1.03,-81,-111,-44,fall
0.58,0.22,-1.29,41,-80,-17,fall
0.5,0.31,-1.15,33,-58,4,fall
0.06,0.18,-0.78,9,-70,15,fall
1.05,-0.77,-0.41,13,-8,21,fall
-0.04,-0.27,-1.24,24,2,19,fall
0.14,-0.29,-0.9,-36,6,9,fall
0.72,0.26,-0.79,-65,-16,6,fall
0.55,-0.0,-1.23,-11,-3,13,fall
0.24,0.14,-1.08,-4,-3,8,fall
0.32,0.12,-1.07,-3,-3,5,fall
0.37,0.08,-1.07,-4,-3,2,fall
0.37,0.07,-1.05,-5,-3,1,fall
0.36,0.07,-1.05,-5,-3,1,fall
0.36,0.08,-1.06,-5,-3,1,fall
0.37,0.08,-1.06,-5,-3,1,fall
0.36,0.08,-1.06,-5,-3,1,fall
0.36,0.08,-1.06,-5,-3,1,fall
0.37,0.07,-1.06,-5,-3,1,fall
0.36,0.08,-1.06,-5,-3,1,fall
0.37,0.08,-1.06,-5,-3,1,fall
0.37,0.08,-1.07,-5,-3,1,fall
0.36,0.08,-1.06,-5,-3,1,fall
0.37,0.07,-1.06,-5,-3,1,fall
0.36,0.07,-1.07,-5,-3,1,fall
0.36,0.08,-1.07,-5,-3,1,fall
0.36,0.08,-1.06,-5,-3,1,fall
0.37,0.08,-1.07,-5,-3,1,fall
0.36,0.08,-1.06,-5,-3,1,fall
0.36,0.08,-1.06,-5,-3,1,fall
0.36,0.08,-1.06,-5,-3,1,fall
0.36,0.07,-1.07,-5,-3,1,fall
0.36,0.07,-1.06,-5,-3,1,fall
0.37,0.08,-1.06,-5,-3,1,fall
0.36,0.08,-1.07,-5,-3,1,fall

0.98,-0.27,-0.01,-5,-3,1,fall
1.0,-0.26,-0.04,-3,-4,2,fall
1.02,-0.28,-0.08,-4,-2,1,fall
1.02,-0.25,-0.11,-10,2,2,fall
1.0,-0.27,-0.09,-4,6,2,fall
0.95,-0.23,-0.11,4,12,3,fall
0.99,-0.27,-0.09,4,18,3,fall
0.9700001,-0.24,-0.08,5,24,4,fall
0.91,-0.25,-0.09,14,40,5,fall
0.86,-0.24,-0.03,20,55,5,fall
0.85,-0.22,-0.02,49,72,5,fall
0.84,-0.3,0.45,144,79,-1,fall
1.77,1.16,0.86,220,80,-9,fall
-0.2,0.58,0.82,72,48,-25,fall
0.36,-0.0,0.15,6,48,-42,fall
0.31,0.3,0.19,-12,66,-52,fall
0.29,0.41,0.54,-44,81,-52,fall
2.0,-0.87,-0.27,-20,59,-50,fall
-0.35,0.57,0.85,-4,40,2,fall
-0.75,0.74,0.34,-15,4,18,fall
0.06,0.24,0.75,2,-10,17,fall
-0.03,0.29,0.76,19,-26,8,fall
0.49,0.46,0.72,-21,-6,9,fall
-0.28,0.25,1.29,-9,-3,8,fall
0.06,0.48,0.82,-5,-1,3,fall
-0.05,0.34,0.83,-5,-2,0,fall
0.02,0.35,0.82,-5,-2,1,fall
-0.05,0.31,0.88,-5,-3,2,fall
0.05,0.34,0.89,-6,-3,1,fall
0.02,0.34,0.84,-4,-3,1,fall
-0.0,0.34,0.86,-5,-3,1,fall
0.03,0.35,0.85,-5,-3,1,fall
0.01,0.33,0.84,-4,-3,1,fall
0.03,0.32,0.86,-5,-3,1,fall
0.01,0.34,0.83,-5,-3,1,fall
0.01,0.34,0.84,-5,-3,1,fall
0.01,0.34,0.85,-5,-3,1,fall
0.01,0.33,0.85,-5,-3,1,fall
0.02,0.34,0.86,-5,-3,1,fall
0.01,0.34,0.85,-5,-3,1,fall
0.02,0.33,0.85,-4,-3,1,fall
-0.01,0.36,0.83,-5,-4,2,fall
-0.0,0.33,0.84,-6,-7,3,fall
0.01,0.43,0.92,-12,-10,3,fall
0.02,0.3,0.83,-36,-29,5,fall
-0.05,0.42,1.08,-69,-43,7,fall
0.04,0.03,1.27,-135,-65,-2,fall
-0.02,-0.28,1.24,-95,-41,6,fall
0.11,-0.22,0.9,76,-37,25,fall
0.28,0.39,1.3,88,-34,42,fall

0.98,-0.25,-0.04,-4,-3,1,idle
0.98,-0.26,-0.04,-6,-5,1,idle
0.98,-0.25,-0.07,-7,-4,1,idle
1.0,-0.25,-0.07,-4,-4,1,idle
1.01,-0.24,-0.1,-6,-3,1,idle
0.99,-0.27,-0.1,-5,-1,1,idle
0.98,-0.26,-0.05,-3,0,2,idle
0.98,-0.27,-0.04,-3,0,1,idle
0.98,-0.26,-0.04,-4,-1,1,idle
0.99,-0.25,-0.01,-4,-2,1,idle
0.9700001,-0.24,-0.02,-4,-3,1,idle
1.0,-0.25,-0.03,-6,-4,1,idle
1.0,-0.25,-0.03,-5,-4,1,idle
0.99,-0.23,-0.04,-4,-5,1,idle
1.01,-0.23,-0.04,-6,-5,1,idle
1.0,-0.25,-0.05,-5,-5,1,idle
1.0,-0.27,-0.07,-8,-5,1,idle
0.98,-0.27,-0.09,-5,-4,1,idle
0.99,-0.25,-0.12,-7,-2,1,idle
1.0,-0.25,-0.11,-5,0,1,idle
0.98,-0.26,-0.06,0,0,2,idle
0.99,-0.24,-0.02,-3,-2,1,idle
0.99,-0.25,-0.03,-6,-3,1,idle
0.99,-0.25,-0.03,-5,-4,1,idle
0.99,-0.26,-0.06,-4,-4,1,idle
0.99,-0.26,-0.06,-6,-4,1,idle
0.99,-0.26,-0.06,-4,-3,1,idle
1.0,-0.24,-0.05,-5,-4,1,idle
0.99,-0.25,-0.07,-6,-4,1,idle
0.99,-0.25,-0.06,-5,-3,1,idle
0.99,-0.26,-0.06,-5,-3,1,idle
1.0,-0.26,-0.07,-6,-3,1,idle
1.0,-0.26,-0.07,-4,-3,1,idle
0.99,-0.25,-0.07,-4,-3,1,idle
0.99,-0.25,-0.08,-8,-3,1,idle
0.99,-0.25,-0.06,-2,-2,2,idle
0.99,-0.24,-0.02,-3,-3,1,idle
0.99,-0.25,-0.03,-6,-3,1,idle
0.95,-0.23,-0.05,-3,-4,1,idle
0.9700001,-0.27,-0.05,-6,-5,1,idle
1.0,-0.26,-0.09,-6,-6,1,idle
0.99,-0.26,-0.06,-8,-7,1,idle
0.98,-0.27,-0.07,-7,-7,1,idle
0.93,-0.19,-0.09,-1,-6,1,idle
1.01,-0.3,-0.06,-7,-8,1,idle
1.12,-0.33,-0.12,-10,-11,0,idle
0.98,-0.27,-0.12,-6,-10,1,idle
0.98,-0.3,-0.2,-10,-8,0,idle
1.05,-0.3,-0.15,-15,-10,-1,idle
0.95,-0.21,-0.14,-24,-9,-2,idle

0.88,-0.31,0.02,24,-1,6,slow
0.91,-0.35,0.03,-6,-11,1,slow
0.93,-0.36,0.0,-23,-11,-2,slow
1.02,-0.11,0.07,-33,-15,-3,slow
-0.1,-1.16,-0.23,-14,0,9,slow
0.7,-0.26,-0.14,-11,-1,2,slow
0.58,-0.22,0.12,-1,6,-1,slow
1.08,-0.33,0.02,-24,-4,-5,slow
0.9700001,-0.18,-0.1,-4,1,1,slow
1.49,-0.14,-0.1,6,2,-4,slow
0.63,-0.31,0.08,-23,-2,0,slow
1.0,-0.42,-0.0,-26,-1,-1,slow
0.84,-0.13,-0.12,-10,3,5,slow
0.88,-0.16,-0.13,15,10,4,slow
0.87,-0.16,-0.17,9,3,5,slow
0.84,-0.28,0.01,15,2,5,slow
1.11,-0.3,0.01,16,2,6,slow
0.95,-0.19,0.05,14,-5,3,slow
0.9,-0.39,-0.08,0,-4,3,slow
0.99,-0.14,-0.07,2,-4,5,slow
0.92,-0.27,-0.04,23,-4,6,slow
1.01,-0.11,0.09,-6,-14,2,slow
0.98,-0.16,0.26,-36,-20,-3,slow
1.02,-0.02,-0.36,-24,-6,1,slow
1.01,-0.1,0.01,-8,-2,-1,slow
1.33,-0.1,0.15,-19,-1,-2,slow
1.04,-0.42,-0.06,-16,-8,0,slow
0.65,-0.52,-0.1,-8,-10,4,slow
1.33,0.13,0.07,-11,-3,-4,slow
0.76,-0.39,0.17,-22,-3,-1,slow
0.99,-0.25,0.07,-28,2,-3,slow
0.79,-0.3,-0.09,-9,4,1,slow
1.04,-0.08,-0.04,5,6,6,slow
0.75,-0.45,0.04,3,4,3,slow
0.76,-0.4,0.05,3,2,-2,slow
1.06,-0.37,0.21,-2,-1,2,slow
0.89,-0.27,-0.12,2,-1,0,slow
0.92,-0.24,-0.1,1,3,2,slow
0.52,-0.56,-0.08,10,-1,-10,slow
0.87,-0.44,0.0,11,-3,7,slow
1.05,-0.4,-0.02,4,-5,3,slow
0.9,-0.06,0.08,-15,-4,-1,slow
1.01,-0.11,0.09,-16,2,-1,slow
0.83,-0.82,0.09,1,2,11,slow
0.9,-0.17,0.02,8,-2,6,slow
0.79,-0.1,0.1,-14,-5,2,slow
0.67,-0.29,0.28,-15,-8,2,slow
0.78,-0.22,-0.08,-5,2,4,slow
1.02,-0.41,0.08,0,0,2,slow
0.46,-0.36,0.11,-2,-1,1,slow

0.87,-0.32,-0.1,7,-10,10,slow
1.12,0.28,-0.02,5,-14,11,slow
0.66,-0.3,0.26,-5,-17,7,slow
1.0,-0.29,0.43,-42,-20,-1,slow
1.58,-0.51,0.31,-20,-11,5,slow
1.34,0.01,0.03,-3,-1,-1,slow
1.03,-0.13,0.14,-6,-5,-8,slow
0.9700001,-0.06,0.09,-7,-3,-9,slow
0.93,-0.05,-0.02,-17,-3,1,slow
0.82,-0.61,-0.05,-27,-7,-4,slow
1.13,-0.2,-0.22,-5,2,2,slow
1.05,0.0,0.03,11,8,-1,slow
0.64,-0.57,0.12,2,-2,-1,slow
0.41,-0.79,-0.14,-6,7,3,slow
1.13,-0.53,-0.0,4,1,0,slow
1.05,-0.25,-0.11,10,5,7,slow
0.59,-0.11,-0.14,28,7,7,slow
1.09,-0.39,-0.15,27,6,11,slow
1.34,0.25,-0.0,7,4,-1,slow
0.86,0.03,-0.21,12,3,2,slow
0.95,-0.37,-0.04,23,9,7,slow
0.05,-0.24,0.08,50,0,-22,slow
2.0,-0.17,0.06,20,22,38,slow
1.17,-1.4,0.33,-4,-1,6,slow
0.8,-0.24,-0.06,6,-4,-1,slow
1.39,0.03,0.01,43,10,5,slow
0.43,0.08,0.0,27,-1,83,slow
1.19,-0.49,0.72,48,21,30,slow
0.99,0.28,0.01,25,-6,24,slow
0.94,-0.07,0.12,25,1,36,slow
1.44,0.14,-0.01,50,-15,23,slow
1.24,-0.52,-0.16,35,0,16,slow
1.28,-0.54,0.05,51,-4,14,slow
1.37,0.08,0.32,51,-13,10,slow
1.31,-0.18,0.54,10,-23,11,slow
0.8,-0.07,-0.14,-8,-23,0,slow
0.6,0.26,0.02,3,-22,6,slow
0.86,-0.46,0.05,-21,-18,11,slow
1.27,-0.27,-0.04,-22,-21,3,slow
0.77,-0.31,-0.01,6,-11,5,slow
1.23,-0.29,0.33,-2,-9,-2,slow
0.8,-0.38,0.23,-5,-13,1,slow
1.08,0.05,0.02,-5,-3,0,slow
1.37,-0.21,0.04,3,1,7,slow
1.21,0.02,0.31,10,6,9,slow
0.9,-0.27,0.07,29,2,15,slow
1.05,-0.53,-0.45,41,2,8,slow
1.0,-0.12,0.07,43,-8,11,slow
0.84,-0.15,0.11,31,-11,11,slow
0.8,-0.42,0.25,19,-20,6,slow

0.72,-0.29,0.13,33,-3,7,slow
1.12,-0.19,0.33,5,-11,8,slow
0.88,-0.41,0.18,-50,-16,-4,slow
1.02,-0.01,0.03,-78,-15,-10,slow
1.1,-0.12,-0.13,-42,-1,-3,slow
0.83,-0.35,-0.07,5,8,2,slow
1.04,-0.33,-0.0,22,9,5,slow
1.1,-0.28,-0.1,22,3,5,slow
0.7,-0.37,-0.11,27,4,8,slow
1.82,0.1,0.41,25,-4,7,slow
0.86,-0.3,0.31,-21,-7,-2,slow
1.14,-0.32,0.19,-38,-11,-4,slow
0.9599999,-0.32,0.06,-12,-3,2,slow
0.99,-0.52,0.04,-17,-5,-2,slow
1.03,-0.35,-0.19,8,9,12,slow
1.04,-0.08,0.15,46,9,9,slow
1.03,-0.27,0.22,8,-13,2,slow
1.03,-0.29,0.16,-28,-16,-3,slow
0.92,-0.44,-0.03,-17,-15,3,slow
1.19,-0.3,0.06,-2,-1,2,slow
0.89,-0.13,0.26,-39,-15,-6,slow
-0.06,-0.4,-0.26,-64,-9,-35,slow
0.32,-0.42,0.03,-33,-16,3,slow
1.15,-0.2,-0.16,11,14,3,slow
0.71,-0.46,-0.18,41,14,8,slow
0.43,-0.31,0.07,33,3,5,slow
1.45,0.3,-0.01,-23,-9,11,slow
1.31,-0.28,0.24,-21,-13,-6,slow
0.78,-0.25,-0.28,-2,-3,2,slow
0.9599999,-0.29,0.21,-4,-8,-1,slow
1.1,-0.28,0.2,-35,-10,-4,slow
0.99,-0.07,-0.15,-41,-10,-5,slow
1.08,-0.47,0.06,-14,3,1,slow
0.59,-0.2,-0.31,-3,6,-3,slow
0.91,-0.2,0.07,-13,1,-2,slow
1.04,-0.12,-0.05,-22,-8,-1,slow
1.08,-0.13,0.19,-25,-1,-1,slow
0.53,-0.43,-0.06,-8,7,-4,slow
1.04,-0.26,0.14,-17,4,0,slow
1.02,-0.38,-0.06,-15,0,4,slow
1.1,-0.18,0.11,-4,6,6,slow
0.88,-0.23,-0.3,19,4,8,slow
1.24,0.15,-0.05,30,2,0,slow
0.91,-0.1,0.13,5,-4,0,slow
0.06,-0.49,-0.19,-37,-6,-28,slow
1.36,-0.55,-0.09,-8,-6,-3,slow
1.3,-0.13,-0.13,-17,-5,-1,slow
0.94,-0.16,0.06,-8,-3,-1,slow
1.37,-0.04,0.06,-8,1,1,slow
1.42,-0.67,0.06,5,5,3,slow

0.82,-0.4,0.24,21,-7,5,slow
0.93,0.19,0.21,-22,-16,1,slow
0.85,-0.71,0.06,-42,-12,-5,slow
0.91,-0.27,0.06,-38,-9,-1,slow
0.89,-0.15,-0.06,-39,-4,-3,slow
1.01,-0.41,-0.13,-13,3,5,slow
1.16,-0.39,0.14,16,6,6,slow
0.94,-0.23,-0.02,16,4,4,slow
0.32,-0.44,-0.01,-7,-7,-6,slow
0.25,0.4,0.15,-29,10,-57,slow
1.68,-0.06,0.22,2,5,-10,slow
0.46,0.04,-0.51,66,19,7,slow
-0.66,-0.3,-0.16,36,-18,23,slow
0.11,0.23,0.22,-10,-14,-1,slow
0.72,0.48,-0.06,4,-3,24,slow
1.3,0.11,-0.01,36,0,-5,slow
1.25,0.22,0.26,9,-12,-14,slow
2.0,0.09,0.12,-35,-19,21,slow
-1.98,0.32,-1.79,-91,-89,79,slow
2.0,1.05,-0.13,-54,-78,-1,slow
1.4,-0.33,-0.26,-12,-2,-10,slow
0.86,-0.77,0.4,16,2,-2,slow
1.11,0.48,-0.56,43,15,-10,slow
0.49,1.39,0.37,49,-12,-51,slow
0.75,-0.85,-0.04,7,-5,-34,slow
0.54,-0.58,-0.07,-19,-6,5,slow
0.67,-0.32,0.08,35,-12,14,slow
1.2,-0.06,0.18,6,-9,8,slow
1.12,-0.26,0.02,-5,-12,-2,slow
0.59,-0.52,-0.07,11,-10,3,slow
1.17,-0.65,0.21,-22,-20,-2,slow
1.07,0.07,0.02,-39,-16,-4,slow
1.15,-0.26,0.18,-49,-13,1,slow
0.94,-0.22,-0.09,-24,0,3,slow
1.05,-0.17,-0.11,-1,-5,3,slow
1.05,-0.22,0.09,-7,3,7,slow
1.09,-0.39,0.2,-16,-1,1,slow
0.9,-0.23,-0.16,-12,4,2,slow
1.05,-0.29,0.03,-16,6,-2,slow
0.63,1.36,0.35,-27,-10,-2,slow
0.45,0.19,0.03,10,6,1,slow
1.0,0.04,-0.59,39,11,3,slow
1.23,-0.16,0.05,-12,-5,3,slow
1.32,-0.03,0.17,-16,-5,-5,slow
0.9,-0.21,-0.03,-25,-5,-1,slow
0.85,-0.42,-0.03,-17,-1,-2,slow
0.99,0.08,0.08,-13,-2,1,slow
0.89,-0.11,0.09,-9,-1,6,slow
1.19,-0.05,-0.2,-5,2,2,slow
1.44,1.58,-0.62,3,3,7,slow

2.0,0.44,0.57,-29,-15,15,fast
2.0,-0.25,0.4,-58,-13,4,fast
2.0,-0.31,0.28,-39,-7,15,fast
1.83,-0.29,-0.17,-25,8,7,fast
1.65,-0.4,-0.13,12,17,19,fast
1.48,-0.81,-0.49,24,21,16,fast
1.82,-1.24,0.09,27,15,21,fast
1.24,-0.02,0.15,51,6,30,fast
1.35,-0.29,0.36,-10,-14,-4,fast
0.06,-1.0,0.04,-16,-6,-15,fast
-0.2,-0.53,0.37,-10,-10,-15,fast
0.99,-0.02,-0.33,-18,-8,10,fast
-0.13,-1.76,-0.54,-2,6,-15,fast
0.23,-0.15,0.38,-2,8,-15,fast
1.8,0.57,0.15,8,4,8,fast
1.61,0.68,0.21,-5,9,-11,fast
1.38,1.24,0.09,-18,-31,4,fast
1.38,-0.64,-0.47,-11,-10,2,fast
1.04,-0.7,-0.25,-15,-6,2,fast
1.54,0.05,0.09,-10,0,11,fast
1.04,-0.39,-0.18,-11,20,-1,fast
2.0,0.86,0.41,-4,6,8,fast
1.09,-0.42,0.3,1,6,-2,fast
0.31,-0.83,-0.46,1,-7,-3,fast
1.24,-1.36,0.04,-2,2,2,fast
1.03,0.06,0.41,1,-6,6,fast
0.67,-0.02,0.29,-9,-20,3,fast
0.39,-0.94,-0.28,-31,-22,1,fast
0.88,-0.53,0.3,-13,-2,10,fast
1.19,-0.2,0.02,-10,7,-12,fast
1.09,0.36,-0.24,-24,4,-6,fast
0.17,-0.64,-0.41,-9,8,-11,fast
0.68,-0.27,0.11,16,12,-12,fast
-0.13,-0.6,-0.07,3,-1,-4,fast
0.55,-0.75,-0.01,-14,-4,10,fast
0.92,-0.31,0.03,-24,1,14,fast
1.45,-0.92,0.22,5,7,3,fast
1.84,-0.39,0.19,-13,12,9,fast
0.8,-0.5,0.37,-2,-11,-16,fast
2.0,0.53,0.37,-19,-5,8,fast
1.83,0.04,-0.21,-21,14,-8,fast
-0.24,-1.41,-0.57,1,17,10,fast
-0.53,-1.34,0.05,8,20,-15,fast
2.0,1.12,0.53,18,-1,16,fast
0.47,0.05,0.1,13,-4,1,fast
1.07,0.51,0.46,-5,-15,6,fast
0.57,-0.72,-0.46,-9,-8,11,fast
1.08,-1.04,0.09,4,-6,11,fast
0.94,-0.7,-0.11,-14,1,6,fast
0.16,-0.62,-0.14,-14,-12,-3,fast

1.04,-0.17,0.03,-15,-1,-5,slow
0.9700001,-0.55,0.01,-23,-3,-3,slow
1.05,-0.32,-0.0,-24,0,-3,slow
1.02,-0.06,-0.05,-30,-3,-7,slow
0.86,-0.18,-0.04,-20,8,-8,slow
0.74,-0.39,-0.37,14,12,-1,slow
1.12,-0.22,-0.11,20,8,3,slow
1.19,-0.25,0.03,34,7,5,slow
1.01,-0.37,-0.03,15,3,1,slow
0.91,-0.2,0.11,6,-4,6,slow
1.02,-0.16,0.11,-1,-3,-3,slow
1.16,-0.23,0.1,1,-1,0,slow
0.83,-0.24,-0.02,3,-4,1,slow
0.86,-0.1,0.0,2,-4,0,slow
0.61,-0.26,0.08,-1,-6,-8,slow
0.61,-0.25,0.21,-22,-8,-2,slow
1.08,-0.31,0.14,-24,-9,-2,slow
0.94,-0.26,0.0,-6,-4,-1,slow
2.0,0.65,0.04,3,-7,7,slow
1.28,-0.09,0.09,4,-9,10,slow
0.54,-0.6,-0.25,-22,-7,8,slow
2.0,0.68,0.06,-6,-9,20,slow
0.45,-0.02,-0.2,-15,-6,5,slow
1.17,0.53,0.47,-5,-9,-1,slow
1.01,-0.57,-0.06,-19,-5,-8,slow
1.3,0.06,-0.1,-30,5,22,slow
0.29,-0.77,-0.17,6,14,5,slow
1.06,-0.18,-0.13,1,3,-3,slow
1.49,-0.02,-0.02,5,7,4,slow
1.4,-0.1,0.17,2,1,-8,slow
0.72,-0.04,0.23,-12,-7,-2,slow
0.86,-0.09,0.17,-19,-4,-1,slow
0.45,-0.29,-0.1,-14,-4,-1,slow
1.44,-0.13,-0.16,-3,-7,4,slow
0.9,-0.14,-0.02,-5,0,2,slow
0.63,-0.67,0.06,-2,0,-9,slow
0.9,-0.14,0.13,-8,-2,-4,slow
1.08,-0.03,0.18,6,-2,15,slow
1.58,-0.25,0.08,7,5,10,slow
1.23,0.13,-0.08,-18,-4,0,slow
1.8,0.24,-0.07,8,-2,-1,slow
1.55,0.5,-0.1,19,-1,8,slow
0.91,-0.11,0.19,-14,-19,3,slow
1.17,0.12,0.27,-25,-8,12,slow
0.91,0.02,0.39,-23,-10,3,slow
1.06,0.14,0.12,-23,-6,-12,slow
1.39,0.07,0.14,-5,0,-2,slow
0.57,0.18,0.22,-18,-8,-13,slow
0.63,-0.14,-0.13,-21,-4,-8,slow
1.38,-0.17,-0.04,5,8,13,slow

1.18,-0.4,0.12,6,4,-3,fast
1.14,-0.73,-0.08,22,9,13,fast
0.58,-0.77,-0.12,20,3,9,fast
1.28,1.03,0.19,-33,-29,-14,fast
2.0,-0.69,-0.18,-2,-8,16,fast
0.35,-0.43,0.14,-17,-5,-8,fast
0.86,0.5,0.03,-28,-11,-17,fast
1.11,-1.27,-0.17,-21,-1,13,fast
0.62,-0.93,-0.21,-9,10,-1,fast
